key,question,section,answer,top_pair,top_score,second_pair,second_score,margin,answer_in_pair,answer_mate,answer_shorter,answer_fewer_words,options
2022.06.set1,1,A,A,CD,0.113,BC,0.097,0.016,False,,,,A: He is a staff writer | B: He is an adventurer | C: He is an author of fiction | D: He is a father of four kids
2025.12.set2,15,B,D,BC,0.048,BD,0.047,0.001,False,,,,A: It shows the importance of eliminating indoor pollution | B: It may change the way of future environmental research | C: It demonstrates the fruitful cooperation between UK and Chinese scientists | D: It may make household appliances serve an additional air cleaner function
2025.12.set2,16,C,C,AD,0.286,AB,0.190,0.096,False,,,,A: It distinguishes different species of animals | B: It reflects distinct traits in animal behaviour | C: It demonstrates animals5 ability to recognise themselves | D: It gauges the level of intelligence of various animal species
2025.12.set2,17,C,B,BC,0.071,CD,0.049,0.021,True,C,False,False,A: It meets few of the behavioural criteria set in the mirror test | B: It behaves similarly to animals capable of self-recognition | C: It removes marks from itself to show self-awareness | D: It matches children over 18 months in intelligence
2025.12.set2,18,C,D,CD,0.111,AB,0.078,0.033,True,C,True,False,A: They have conclusively established the criteria of animal intelligence | B: They have advanced the concept of self-awareness to a higher level. 11 • 2025年 12月六级真题(第二套) | C: They incorporate more perspectives than one | D: They raise more questions than answers
2025.12.set2,19,C,D,BD,0.518,BC,0.371,0.147,True,B,True,True,A: Small children are even more keen on screens than their elders | B: Both parents and children preferred to read electronic books | C: Parents differed from children in reading behavior | D: Children reading electronic books learned more
2025.12.set2,20,C,A,BD,0.110,CD,0.055,0.055,False,,,,A: They came to conflicting conclusions | B: They were based on small samples | C: They yielded unanticipated findings | D: They were focused on younger kids
2025.12.set2,21,C,C,CD,0.095,AB,0.079,0.015,True,D,True,False,A: Those that prove simple enough fbr them to comprehend | B: Those that produce both audio and visual effects on them | C: Those that draw their attention to the educational content | D: Those that contribute to their increased interest in reading
2025.12.set2,22,C,C,AD,0.217,AC,0.069,0.148,False,,,,A: Regret having wasted much time in making them | B: Think how different we could have made them | C: Keep ourselves from regretting them | D: Live with them for the time being
2025.12.set2,23,C,A,AB,0.205,AD,0.155,0.050,True,B,True,False,A: It has made us the person we are now | B: It has been made with a lot of thinking | C: It stems from our valuable knowledge | D: It benefits us greatly one way or another
2025.12.set2,24,C,D,AB,0.317,CD,0.070,0.247,False,,,,A: Challenging things to do | B: Beautiful things to share | C: Choices to make | D: Lessons to learn
2025.12.set2,25,C,B,AD,0.076,AC,0.063,0.014,False,,,,A: Foreseeing the possibility for regret later | B: Making proper use of the lessons learned | C: Perfecting the decision-making strategies | D: Seeing them as obstacles to moving forward
